"Peak id","Mass","RT","P8.mzXML","P9.mzXML","P10.mzXML","P1.mzXML","P2.mzXML","P3.mzXML","P4.mzXML","P5.mzXML","P6.mzXML","P7.mzXML","B6.mzXML","B7.mzXML","B8.mzXML","B9.mzXML","B10.mzXML","B1.mzXML","B2.mzXML","B3.mzXML","B4.mzXML","B5.mzXML","Polarity","FrAnK Annotation","PiMP Annotation","InChI Key"
"1784","149.0454","630.47","122776.7","65671.32","86986.33","56858.53","39353.45","48787.2","51568.47","60624.85","49507.05","53228.12","98450.37","59267.53","98964.91","118140.58","76108.9","86720.31","83104.84","69819.7","106926.87","84715.27","negative","No Fragments","2-Deoxypentonic acid,2-Deoxyribonic acid,2-deoxy-ribonic acid,Aldehydo-D-xylose,Arabinofuranose,Arabinose,Beta-D-ribopyranose,D-Apiose,D-Arabinose,D-Lyxose,D-Ribose,D-Ribulose,D-Xylose,D-Xylulose,L-Arabinofuranose,L-Arabinose,L-Lyxose,L-Ribulose,L-Threo-2-pentulose,L-Xylose,L-Xylulose,Ribulose,Xylose,alpha-D-Lyxose,alpha-D-Ribulose,alpha-D-Xylose,alpha-L-Arabinose,beta-D-Apiose,beta-D-Ribofuranose,beta-D-Ribopyranose,beta-D-Xylose,beta-L-Arabinofuranose,beta-L-Arabinose","ASNHGEVAWNWCRQ-UHFFFAOYNA-N,ASNHGEVAWNWCRQ-VPENINKCSA-N,AVGPOAXYRRIZMM-UHFFFAOYSA-N,HMFHBZSHGGEWLO-CZBDKTQLSA-N,HMFHBZSHGGEWLO-HWQSCIPKSA-N,HMFHBZSHGGEWLO-SOOFDHNKSA-N,HMFHBZSHGGEWLO-TXICZTDVSA-N,LQXVFWRQNMEDEE-OVEKKEMJSA-N,LQXVFWRQNMEDEE-PYHARJCCSA-N,LQXVFWRQNMEDEE-QRHDOFTISA-N,LQXVFWRQNMEDEE-WDCZJNDASA-N,LQXVFWRQNMEDEE-ZZKAVYKESA-N,PYMYPHUHKUWMLA-QXZWWJJYNA-N,PYMYPHUHKUWMLA-VAYJURFESA-N,PYMYPHUHKUWMLA-WDCZJNDASA-N,SJXSBTISVFRFLJ-UHFFFAOYSA-N,SRBFZHDQGSBBOR-AEQNFAKKSA-N,SRBFZHDQGSBBOR-AGQMPKSLSA-N,SRBFZHDQGSBBOR-HWQSCIPKSA-N,SRBFZHDQGSBBOR-IOVATXLUSA-N,SRBFZHDQGSBBOR-KKQCNMDGSA-N,SRBFZHDQGSBBOR-KLVWXMOXSA-N,SRBFZHDQGSBBOR-LECHCGJUSA-N,SRBFZHDQGSBBOR-QMKXCQHVSA-N,SRBFZHDQGSBBOR-STGXQOJASA-N,SRBFZHDQGSBBOR-TXICZTDVSA-N,SRBFZHDQGSBBOR-ZRMNMSDTSA-N,VBUWJOHKCBQXNU-IUYQGCFVSA-N,VBUWJOHKCBQXNU-UHFFFAOYSA-N,ZAQJHHRNXZUBTE-NQXXGFSBSA-N,ZAQJHHRNXZUBTE-UHFFFAOYSA-N,ZAQJHHRNXZUBTE-WUJLRWPWSA-N,ZAQJHHRNXZUBTE-WVZVXSGGSA-N"
"1785","283.1641","628.91","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","26667.94","35463.02","29253.93","22217.91","31161.68","24764.94","26539.08","31894.38","23449.37","28683.39","negative","No Fragments","",""
"1786","205.0829","637.41","3291.39","2333.45","2950.74","2243.33","2598.67","2614.93","2433.05","3093.3","2946.32","3102.28","24726.33","15805.25","23444.14","25981.08","17673.1","18351.97","20530.97","17653.36","24954.03","19514.64","negative","No Fragments","Serinyl-Threonine,Threoninyl-Serine","GXDLGHLJTHMDII-UHFFFAOYSA-N,LDEBVRIURYMKQS-UHFFFAOYSA-N"
"1787","174.0407","634.56","8966.93","3819.92","6478.09","3413.03","3088.94","3589.67","3493.93","3310.91","2750.72","2685.67","14740.85","9268.1","15334.2","17497.93","10391.4","12371.47","12251.67","10035.6","12674.33","13233.78","negative","No Fragments","2-Amino-3-oxoadipate,2-amino-3-oxo-hexanedioic acid,D-N-(Carboxyacetyl)alanine,N-Acetyl-L-aspartate,N-Acetyl-L-aspartic acid,N-Formyl-L-glutamate,N-Formyl-L-glutamic acid","ADZLWSMFHHHOBV-BYPYZUCNSA-N,AZKKNWAHCAZDCU-UHFFFAOYSA-N,HXWZRYKURKEOSO-UHFFFAOYNA-N,HXWZRYKURKEOSO-UHFFFAOYSA-N,OTCCIMWXFLJLIA-BYPYZUCNSA-N"
"1788","214.0697","631.8","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","5331.95","7752.16","7864.47","6746.78","9297.8","7598.94","8081.15","8631.36","8697.3","8231.27","negative","No Fragments","",""
"1789","499.205","638.26","8822.26","3529.01","4805.66","2075.33","2175.03","2606.58","1263.85","2085.4","NA","1664.97","5030.16","4615.92","4933.87","6745.11","3821.04","4706","4126.34","3749.5","5161.66","4129.06","negative","No Fragments","",""
"1790","246.1095","622.53","5234.15","4255.74","4904.93","3973.95","4130.63","3943.07","3738.21","4742.27","4529.98","4495.46","5471.85","3595.02","6680.8","6105.93","3762.91","4097.74","4685.25","4019.87","5156.07","5766.22","negative","No Fragments","Gamma-glutamyl-Threonine,Glutaminyl-Threonine,Threoninyl-Gamma-glutamate,Threoninyl-Glutamine","BTVBLYICTTUOEJ-UHFFFAOYSA-N,BWUHENPAEMNGQJ-UHFFFAOYSA-N,HHSJMSCOLJVTCX-UHFFFAOYSA-N"
"1791","170.057","628.49","2130.45","584.78","926.37","NA","NA","NA","NA","NA","NA","NA","5366.98","4138.82","6239.49","6240.87","5226.98","4747.08","4584.62","4203.91","5883.89","4883.08","negative","No Fragments","Metronidazole","VAOCPAMSLUNLGC-UHFFFAOYSA-N"
"1792","170.0798","631.79","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2928.28","5034.11","4492.06","4058.72","6023.13","4465.71","3979.45","4413.35","4263.91","4332.44","negative","No Fragments","",""
"1793","188.0564","694.67","650000.19","371175.53","486027.09","497896.97","411712.06","518421.28","541393.56","476872.53","398602.47","369199.59","8712.41","4053.11","8847.45","17038.16","8235.96","9324.65","10560.35","10398.99","12122.14","9408.6","negative","No Fragments","AminoDHQ,Glutarylglycine,L-2-Amino-6-oxoheptanedioate,N-Acetyl-L-glutamate,N-Acetylglutamic acid,N-acetyl-L-glutamate","NBLKTRLPZFCMJG-UHFFFAOYSA-N,RFMMMVDNIPUKGG-UHFFFAOYSA-N,RFMMMVDNIPUKGG-YFKPBYRVSA-N,UKCSFKLWNHUBDY-BYPYZUCNSA-N,WEKGHNWYEFXAQP-SYTVJDICSA-N"
"1794","346.0562","686.99","338316.09","142768.38","197863.09","323487.19","232233.73","285489.75","308176.59","275150.81","256262.25","314656.66","692.48","NA","406.41","1772.86","NA","538.91","510.07","588.99","629.07","626.48","negative","No Fragments","2'-Deoxyguanosine 5'-monophosphate,2-Hydroxy-dAMP,2-hydroxy-dAMP,3'-AMP,7-alpha-D-Ribosyladenine 5'-phosphate,AMP,Adenosine 2'-phosphate,Adenosine monophosphate,dGMP","GEQDRKVFKBSPSW-KVQBGUIXSA-N,LNQVTSROQXJCDD-KQYNXXCUSA-N,LTFMZDNNPPEQNG-KVQBGUIXSA-N,NVOIXARBSSLBAS-KQYNXXCUSA-N,QDFHPFSBQFLLSW-KQYNXXCUSA-N,QDFHPFSBQFLLSW-VTHZCTBJSA-N,UDMBCSSLTHHNCD-KQYNXXCUSA-N"
"1795","288.1204","683.18","59088.88","37180.23","39634.66","51810.98","39238.75","51771.59","50843.84","49541.36","38650.34","37088.04","1264.99","661.49","1160.29","1647.99","805.61","1139.55","1233.81","878.78","1179.96","1120.58","negative","No Fragments","Ophthalmic acid","JCMUOFQHZLPHQP-BQBZGAKWSA-N"
"1796","243.0623","686.84","25011.4","15499.55","25666.88","22226.96","21027.92","23711.27","23387.61","28783.52","23510.42","24830.02","13043.79","11055.27","16003.62","17740.59","10477.97","11385.99","10622.67","9582.36","13191.26","12468.77","negative","No Fragments","Pseudouridine,Spongouridine,Uridine","DRTQHJPVMGBUCF-CCXZUQQUSA-N,DRTQHJPVMGBUCF-XVFCMESISA-N,PTJWIQPHWPFNBW-GBNDHIKLSA-N"
"1797","202.0834","674.59","16788.17","16333.21","15831.92","22324.21","17970.69","24556.32","26704.63","23509.97","19921.6","22080.6","1191.3","985.05","1511.02","2448.07","1291.06","1783.67","1506.16","1293.17","2038.18","1542.42","negative","No Fragments","Alanyl-Asparagine,Asparaginyl-Alanine,Gamma-glutamyl-Glycine,Glutaminyl-Glycine,Glycyl-Gamma-glutamate,Glycyl-Glutamine","CCUAQNUWXLYFRA-UHFFFAOYSA-N,JEFZIKRIDLHOIF-UHFFFAOYSA-N,PNMUAGGSDZXTHX-UHFFFAOYSA-N,SJUXYGVRSGTPMC-UHFFFAOYSA-N,WNDNXCYHNXBXNK-UHFFFAOYSA-N"
"1798","368.038","688.12","14191.18","8108.77","9621.76","19023.64","11467.44","14395.53","12946.35","15233.52","14212.61","17779.13","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","negative","No Fragments","",""
"1799","307.0341","685.1","13615.58","6572.24","7239.3","18740.21","12392.45","16043.21","17613.75","12395.12","8724.11","9959.91","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","negative","No Fragments","Aplysinal,dUMP","JSRLJPSBLDHEIO-SHYZEUOFSA-N,VRWMUPPZOHFLPX-LKTVYLICSA-N"
"1800","280.104","677.32","6861.23","4661.77","5133.85","5720.16","4975.09","5906.2","4994.68","7016.56","4888.83","5403.34","1229.77","677.11","1556.84","2497.89","1218.44","1363.28","1329.06","879.69","1543.49","1079.99","negative","No Fragments","N-(1-Deoxy-1-fructosyl)threonine","JUBGLICOZRKBCO-UOCFKICONA-N"
"1801","390.0203","687.06","3314.4","2906.07","2778.56","5333.94","3752.45","3038.54","4224.38","4558.24","4273.17","5515.18","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","negative","No Fragments","",""
"1802","236.0777","671.43","3835.34","3007.82","3351.06","4097.4","4146.32","4868.16","5327.38","4285.41","4036.22","3999.17","NA","NA","342.47","314.66","NA","NA","NA","253.53","373.22","NA","negative","No Fragments","Fructoseglycine,Glycolyl-D-mannosamine,N-(1-Deoxy-1-fructosyl)glycine,N-Acetyl-D-glucosaminate,N-Glycolyl-D-glucosamine","KSWRTSFNOKOHBE-BIAPBZAGSA-N,KSWRTSFNOKOHBE-PNAXYBNRSA-N,LZKNVSNNPRQZJB-DBRKOABJSA-N,UKKRCTOBKMVJGX-GCPSPYDWNA-N,YGUYJMQMTNJNFS-ZRXQTJIPNA-N"
"1803","336.0939","721.9","618607.25","393682.72","620893.69","486576.53","446416.72","530855.69","615535.63","577256","558479.69","486639.13","8829.24","1904.21","6225.12","13987.14","5433.35","8316.3","8168.14","5131.68","10921.56","7596.38","negative","No Fragments","",""
"1804","337.0633","722.99","15866.86","29338.47","12906.21","12133.88","11184.14","12061.42","14501.38","12881.13","12615.66","15218.31","2924.92","1367.02","3498.56","5029.45","3845.5","3761.12","3680.35","2964.96","4173.78","4625.24","negative","No Fragments","",""
"1805","606.0743","725.48","19365.07","13422.13","21558.02","19120.13","15365.36","23395.85","20569.88","22706.63","16608.45","15424.28","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","negative","No Fragments","UDP-GlcNAc,UDP-N-acetyl-D-galactosamine,UDP-N-acetyl-D-mannosamine,UDP-N-acetyl-alpha-D-galactosamine,UDP-N-acetyl-alpha-D-glucosamine,Uridine diphosphate-N-acetylgalactosamine,Uridine diphosphate-N-acetylglucosamine","LFTYTUAZOPRMMI-CFRASDGPSA-N,LFTYTUAZOPRMMI-FTFHWYEPSA-N,LFTYTUAZOPRMMI-IUPDHGCPSA-N,LFTYTUAZOPRMMI-NRFDBSNNSA-N,LFTYTUAZOPRMMI-PGXNQYRONA-N,LFTYTUAZOPRMMI-UHFFFAOYSA-N,LFTYTUAZOPRMMI-ZYQOOJPVSA-N"
"1806","476.1862","724.71","10711.94","8629.79","9186.48","10587.94","9888.36","10578.53","13714.13","9385.77","8745.17","9800.26","553.08","NA","458.38","1184.27","572.29","698.47","586.23","NA","844.34","621.09","negative","No Fragments","Furcelleran","SNVFDPHQAOXWJZ-UHFFFAOYNA-N"
"1807","425.0875","726.95","11251.7","4966.19","10580.45","9838.48","7416.5","9277.94","12315.23","10868.27","9991.96","8361.88","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","negative","No Fragments","(-)-Epiafzelechin 3-gallate,Epiafzelechin 3-O-gallate,Epigallocatechin 3-O-(4-hydroxybenzoate)","KRGDXHCBNLBSJP-TZIWHRDSSA-N,SDZPYNMXGUHFMZ-TZIWHRDSSA-N"
"1808","157.1234","238.79","297280.66","239705.3","318882.63","302207.25","345350.78","327372.44","570771.06","500536.5","440716.47","348644.41","208350.14","197957.2","212383.91","191201.05","223640.28","193535.89","201094.66","190629.95","233248.52","223880.13","negative","No Fragments","(+)-6-methyl caprylic acid,1-Hydroxy-3-nonanone,1-Methylbutyl 3-methylbutanoate,1-Methylbutyl butanoate,2-Methylbutyl 2-methylpropionate,2-Methylbutyl butyrate,2-Methylpropyl 2-methylbutanoate,2-Methylpropyl 3-methylbutanoate,2-isopropyl-hexanoic acid,2-methyl-octanoic acid,3,5,5-trimethyl-hexanoic acid,3-(Hydroxymethyl)-2-octanone,3-Heptyl acetate,3-Methylbutyl 2-methylpropanoate,3-Methylbutyl 2-methylpropionate,3-Methylbutyl butyrate,3-Octyl formate,3-methyl-octanoic acid,4-Methyl-2-pentyl-1,3-dioxolane,4-Methyloctanoic acid,4-methyl-octanoic acid,5-Methylhexyl acetate,5-methyl-octanoic acid,6-oxo-Nonan-1-ol,6S-methyl-octanoic acid,7-methyl caprylic acid,7:0(6Me,6Me),Butyl 2-methylbutanoate,Butyl 3-methylbutanoate,Butyl pentanoate,Ethyl 5-methylhexanoate,Heptyl acetate,Hexyl propionate,Isoamyl butyrate,Isopropyl hexanoate,Methyl caprylate,Nonanoic acid,Octyl formate,Oenanthic ether,Pelargonic acid,Pentyl butanoate,Propyl hexanoate,butyl 2-methyl-butanoate,formyl octanoate,hexyl propionate,propionyl hexanoate,xi-2-Ethylheptanoic acid","AAOISIQFPPAFQO-UHFFFAOYSA-N,AGSKJBKUKWUEEU-UHFFFAOYSA-N,AVBRYQRTMPHARE-UHFFFAOYSA-N,AYWJSCLAAPJZEF-UHFFFAOYSA-N,CFNJLPHOBMVMNS-UHFFFAOYSA-N,DJOCFLQKCMWABC-UHFFFAOYNA-N,DUAXUBMIVRZGCO-UHFFFAOYSA-N,DYWSVUBJGFTOQC-UHFFFAOYNA-N,FBUKVWPVBMHYJY-UHFFFAOYSA-N,GNAKABFIXDKLCV-UHFFFAOYSA-N,GOKKOFHHJFGZHW-UHFFFAOYSA-N,GPOPHQSTNHUENT-QMMMGPOBSA-N,GPOPHQSTNHUENT-UHFFFAOYSA-N,GTKYBNNWJGLBNE-UHFFFAOYSA-N,GWMSIWCZZKMUQM-UHFFFAOYNA-N,HTUIWRWYYVBCFT-UHFFFAOYSA-N,JGHZJRVDZXSNKQ-UHFFFAOYSA-N,JSHDAORXSNJOBA-UHFFFAOYSA-N,KCTDZLVBGWXNSQ-UHFFFAOYSA-N,KEBDNKNVCHQIJU-UHFFFAOYSA-N,LEGGANXCVQPIAI-UHFFFAOYNA-N,LEGGANXCVQPIAI-UHFFFAOYSA-N,MBZKQDXXFMITAC-UHFFFAOYSA-N,NWZQCEQAPBRMFX-UHFFFAOYSA-N,OILUAKBAMVLXGF-UHFFFAOYSA-N,OKJADYKTJJGKDX-UHFFFAOYSA-N,OOYBITFWBADNKC-UHFFFAOYSA-N,OTKQNSSMCDLVQV-UHFFFAOYNA-N,OTKQNSSMCDLVQV-UHFFFAOYSA-N,PPJCPDSDDKESKL-UHFFFAOYNA-N,PQLMXFQTAMDXIZ-UHFFFAOYSA-N,QICIMADZMWGDTQ-UHFFFAOYNA-N,TVQGDYNRXLTQAP-UHFFFAOYSA-N,VFTGLSWXJMRZNB-UHFFFAOYSA-N,VUOGVGBBHBPFGM-UHFFFAOYSA-N,XLFYWCDNLLZTIW-UHFFFAOYNA-N,XZOYHFBNQHPJRQ-UHFFFAOYSA-N,YKSWLQPMYFCNBG-UHFFFAOYSA-N,YSEQNZOXHCKLOG-UHFFFAOYSA-N,ZCZSIDMEHXZRLG-UHFFFAOYSA-N"
"1809","336.3276","241.06","26350.39","64935","108120.35","79001.34","104692.11","106799.42","109560.86","102066.08","111279.59","106362.44","23126.71","23413.65","22364.89","16570.92","14515.65","27767.99","21716.3","24899.26","25919.65","30637.96","negative","No Fragments","",""
"1810","891.6058","243.79","15941.46","11174.22","12899.18","27617.65","25294.06","26111.7","26865.26","23637.01","20911.77","24094.92","3061.13","2506.97","2409.03","2823.97","3018.25","4999.99","4045.65","4327.69","5942.08","4608.48","negative","No Fragments","",""
"1811","906.6246","243.47","7125.08","5734.33","7131.64","15133.71","12789.73","14963.28","15119.62","13021.9","13334.1","13969.56","921.22","803.43","876.61","633.92","1135.71","1551.84","1487.08","1527.67","1605.42","1779.64","negative","No Fragments","",""
"1812","213.1497","234.99","9980.04","4126.44","5217.56","6573.61","4863.81","6941.63","9327.08","8027.42","7928.89","6056.51","2456.52","2842.45","3136.12","4261.69","3368.75","3447.51","2093.44","2667.67","2892.28","2909.06","negative","No Fragments","10-hydroxy-11-dodecenoic acid,11-oxo-dodecanoic acid,12-hydroxy-10-dodecenoic acid,12-hydroxy-3Z-dodecenoic acid,12-oxo-dodecanoic acid,2-oxo-dodecanoic acid,3-Oxododecanoic acid,3-oxo-dodecanoic acid,3R-hydroxy-5Z-dodecenoic acid,4-Acetoxy-2-hexyltetrahydrofuran,4-keto lauric acid,5-Oxododecanoic acid,6-hydroxy-4-dodecanolide,7-Oxododecanoic acid,9-keto lauric acid","DZHSPYMHDVROSM-UHFFFAOYSA-N,GZUALOWLHSCENG-SKVAFPRGSA-N,HJMCWLADNPBBMN-UHFFFAOYSA-N,IAJCTZJZXRAPDK-UHFFFAOYNA-N,KGEACANGAYABKT-UHFFFAOYSA-N,MEUHQOZYCJHRAS-UHFFFAOYSA-N,MEUNNLKXZZWRAR-VQHVLOKHSA-N,MIMUDKBBERJQHQ-UHFFFAOYSA-N,OTELGGYNGCBJGP-UHFFFAOYSA-N,RGTQITVBYIOWHV-UHFFFAOYSA-N,RRJILZUCEDMMNU-VURMDHGXSA-N,UYRLZDDBOQZTSR-UHFFFAOYSA-N,WTQMFERWXACENH-UHFFFAOYSA-N,YMOFCPXBTKJSSO-UHFFFAOYSA-N"
"1813","305.1397","242.32","6480.92","4164.74","5831.6","5162.82","5670.84","5560.31","8197.22","7738.42","5993.07","6545.97","1437.63","1471.72","2623.53","2025.66","2582.08","2038.01","1735.31","2198.95","1726.01","1886.05","negative","No Fragments","Achillicin,Arnicolide A,Confertiflorin,Eupaformonin,Gaillardin,Isotenulin,Ligulatin B,Lipiferolide,Matricin,Naematolone,Ovatifolin,Pyrethrosin,Tenulin,Viscidulin B,Xanthinin,Xanthumin","BBRNVDBLOTVLMB-VURMDHGXNA-N,BDTUWJXMQGOJIJ-AUPGVYSRSA-N,CNIULSUYTFOEHN-MEBIVNBJSA-N,CZIGIXZHIBZWBA-MGCWZZKMSA-N,DPSCQKGSAHTWSP-LDYRWJSCSA-N,DPSCQKGSAHTWSP-LPVYDGHXSA-N,JJMLQAVFDJXJAL-AWZCNKNJSA-N,NEIIKBWBBCJSQU-HESYKRBGSA-N,NEIIKBWBBCJSQU-PUYFHLGZSA-N,ODYJJNFWFYUXSS-CTSUEIOESA-N,SYTRJRUSWMMZLV-UHFFFAOYNA-N,SYTRJRUSWMMZLV-VQGWEXQJSA-N,UTPGJEROJZHISI-DFGCRIRUSA-N,UYVDDCCDZKMLBM-IGERJXIRSA-N,VWBKXLDATRBPOE-VICSMPQUSA-N,XFJQSSRNKXJHCG-KZTFHYRBSA-N,ZPTLTKQKVWFFNY-UHFFFAOYNA-N"
"1814","380.3174","241.7","1580.86","5642.59","7620.21","5747.55","5528.98","5202.17","6854.44","6371.94","5399.43","6122.68","2329.55","2341.25","1941.33","1748.84","1087.58","2153.15","2568.27","3112.04","2279.95","2678.79","negative","No Fragments","N-stearoyl proline","IYWTVBWXIUJHNJ-NRFANRHFSA-N"
"1815","253.0875","243.8","4352.28","2854.68","3529.57","4546.18","4678.58","5286.02","6781.21","4593.12","4577.46","4550.02","1198.43","1495.78","1773.04","1277.44","1422.11","1222.9","1262.27","1282.68","1117.55","963.95","negative","No Fragments","(R)-4-Methoxydalbergione,2,6-Dimethoxy-4-phenanthrenol,3,6-Dimethoxy-4-phenanthrenol,4'-Hydroxy-2'-methoxychalcone,4'-Methoxyflavanone,7-Methoxyflavanone,Chalepensin,Dalbergichromene,Dexketoprofen,Ketoprofen,Parvifuran","DKYWVDODHFEZIM-NSHDSACASA-N,DKYWVDODHFEZIM-UHFFFAOYSA-N,FYCCCUNGXGKNJV-UHFFFAOYSA-N,GKDSKCYMUUXQLA-UHFFFAOYSA-N,NTVJURNVFOEVHP-UHFFFAOYSA-N,QIUYUYOXCGBABP-UHFFFAOYSA-N,RGSUZUQISVAJJF-GFCCVEGCSA-N,RICORHDCMSYMOL-UHFFFAOYSA-N,VLEOOBKBMSIDKF-JXMROGBWSA-N,VYESEQLQFXUROZ-UHFFFAOYSA-N,WZIKSEWGSSYQHA-UHFFFAOYSA-N"
"1816","286.239","254.49","389648.06","353550.97","482219.06","407762.66","457120.41","433861.16","537555.38","468927.56","442636.16","441740.84","170667.39","190292.22","185167.92","182572.48","186554.08","169925.41","161831.91","169182.64","180124.48","174236.48","negative","No Fragments","Lauroyl diethanolamide,Prosopinine","AOMUHOFOVNGZAN-UHFFFAOYSA-N,SEUBYHFHBZVRCC-QGAIPKOMSA-N"
"1817","365.3177","257.9","2635.88","3481.53","5173.43","4799.6","6928.5","7009.17","8342.63","7384.95","6699.46","5192.1","2837.98","2098.53","1517.6","3487.8","2943.3","1641.13","3043.68","2134.83","1740.14","2080.92","negative","No Fragments","",""
"1818","201.1497","243.2","529954.94","119484.52","115910.47","328593.19","226508.88","292542.69","504927.94","373825.97","263024.31","253348.48","6095.08","3551.73","4975.91","4008.59","4635.27","3243.71","3765.05","4657.04","6612.55","7548.49","negative","No Fragments","10-hydroxy-undecanoic acid,2-hydroxy hendecanoic acid,3-Hydroxynonyl acetate,3-hydroxy-undecanoic acid,3S-hydroxy-undecanoic acid,4-hydroxy-undecanoic acid,omega-hydroxy hendecanoic acid","FARPMBPKLYEDIL-JTQLQIEISA-N,FARPMBPKLYEDIL-UHFFFAOYSA-N,KNRCBASNXNXUQQ-UHFFFAOYSA-N,MNRBGFKCVTVNBA-UHFFFAOYSA-N,RTYFAKSWXDNPPU-UHFFFAOYNA-N,UHZWUNLTEZCDMA-UHFFFAOYSA-N,XEXIVNNTJNBUGV-UHFFFAOYSA-N"
"1819","366.3017","244.25","96768.21","90293.26","117506.88","99760.61","104577.02","96183.38","119615.66","99084.27","100584.2","100894.55","49116.72","53452.99","52035.45","45725.33","51301.37","50231.43","47079.59","51757.25","50207.16","55503.46","negative","No Fragments","N-oleoyl GABA,PGE2alpha dimethyl amine","NFYDTZXYPVTQHJ-KTKRTIGZSA-N,VNLQPSLXSAMMMJ-PIOKUXGXSA-N"
"1820","343.1708","249.7","7592.09","4172.1","4166.92","8506.71","6571.54","6160.94","8124.67","6417.79","5573.45","6433.49","570.18","4389.25","3697.52","1138.12","1060.33","1245.94","1043.33","872.02","688.89","1306.55","negative","No Fragments","6,9,12,15,18,21-Tetracosahexaynoic acid,alpha,alpha'-Diethyl-4,4'-bis(2-propynyloxy)stilbene,alpha,alpha'-diethyl-4,4'-bis(2-propynyloxy)stilbene","LCTYVHULSYWGNJ-WCWDXBQESA-N,NLJRNNBATXZRLC-UHFFFAOYSA-N"
"1821","878.5937","243.28","4373.47","3382.87","4189.43","7486.13","7320.49","7718.02","8155.91","6612.87","5945.12","5953.83","987.12","594.72","833.97","1082.52","585.26","1430.32","1039.84","826.47","1741.12","1314.6","negative","No Fragments","",""
"1822","227.0927","240.35","5572.78","6274.09","3550.32","5538.05","1964.02","2072.01","4492.49","4245.03","7762.44","5623.9","760.43","929.75","916.77","544.94","758.38","512.6","569.5","754.2","877.6","555.04","negative","No Fragments","Depdecin,Propyl propane thiosulfonate","WWAQOPQUSWZTHG-SHEFQFEDSA-N,XRRVFMYYAGGSJO-UHFFFAOYNA-N"
"1823","370.3329","246.33","6446.11","5869.12","6860.78","6322.88","6488.34","6314.3","6855.79","6093.29","6222.98","6919.15","3007.92","2973.05","2975.41","2826.19","2694.15","2819.6","2904.68","2390.45","2491.58","3223.74","negative","No Fragments","",""
"1824","309.2994","242.43","2737.36","3734.43","4852.82","4713.35","5445","5451.11","5430.59","5335.53","5109.29","5110.07","1645.59","1710.46","1525.18","1403.88","1069.7","1656.93","1728.16","1475.5","1522.74","1716.84","negative","No Fragments","",""
"1825","116.0717","679.86","437788.81","358651.5","440929.25","395485.19","404642.13","505801.03","459595.81","416936.41","370585.47","430692.69","133776.92","115931.86","134999.45","133422.25","114045.23","116840.69","117957.05","112050.36","121964.98","119933.82","negative","No Fragments","2-Amino-2-methylbutanoate,2-Amino-3-methylbutanoic acid,2S-amino-pentanoic acid,4-Methylaminobutyrate,4-amino-pentanoic acid,4R-aminopentanoic acid,4S-aminopentanoic acid,5-Aminopentanoate,5-Aminopentanoic acid,5-amino-pentanoic acid,Amyl Nitrite,Amyl nitrite,Betaine,D-Norvaline,D-Valine,L-Norvaline,L-Valine,N-Methyl-a-aminoisobutyric acid,Norvaline,Valine,Vaporole","ABSTXSZPGHDTAF-BYPYZUCNSA-N,ABSTXSZPGHDTAF-SCSAIBSYSA-N,ABSTXSZPGHDTAF-UHFFFAOYSA-N,AOKCDAVWJLOAHG-UHFFFAOYSA-N,CSDTZUBPSYWZDX-UHFFFAOYSA-N,DLAMVQGYEVKIRE-UHFFFAOYSA-N,GCHPUFAZSONQIV-UHFFFAOYSA-N,JJMDCOVWQOJGCB-UHFFFAOYSA-N,KWIUHFFTVRNATP-UHFFFAOYSA-N,KZSNJWFQEVHDMF-BYPYZUCNSA-N,KZSNJWFQEVHDMF-SCSAIBSYSA-N,KZSNJWFQEVHDMF-UHFFFAOYSA-N,OWFXIOWLTKNBAP-UHFFFAOYSA-N,SNDPXSYFESPGGJ-BYPYZUCNSA-N,SNDPXSYFESPGGJ-SCSAIBSYSA-N"
"1826","246.0626","656.59","453347.75","348314.97","371239.63","367432.81","343281.91","386060.88","407029.5","374222.56","311781.88","1819.73","3696.4","2391.66","3680.35","5216.78","2027.67","2925.86","2687.13","2004.38","3130.33","2674.37","negative","No Fragments","N-Succinyl-L-glutamate","JCNBNOQGFSXOML-YFKPBYRVSA-N"
"1827","176.0564","694.36","226546.8","193097.73","186703.03","160694.23","145469.41","174252.28","172989.23","172491.05","182959.16","201689.14","29102.47","8646.3","26551.53","49848.42","23939.19","31521.61","32885.69","17561.63","43129.88","33592","negative","No Fragments","3-Keto-scyllo-inosamine,4-Hydroxy-4-methylglutamate","ONTAOGAXMOTXQW-DZSWIPIPSA-N,QLDKHEMAGFIRMK-URDJKYRMSA-N"
