"Peak id","Mass","RT","P8.mzXML","P9.mzXML","P10.mzXML","P1.mzXML","P2.mzXML","P3.mzXML","P4.mzXML","P5.mzXML","P6.mzXML","P7.mzXML","B6.mzXML","B7.mzXML","B8.mzXML","B9.mzXML","B10.mzXML","B1.mzXML","B2.mzXML","B3.mzXML","B4.mzXML","B5.mzXML","Polarity","FrAnK Annotation","PiMP Annotation","InChI Key"
"162","166.0864","710.2","126014.87","121070.76","110742.84","133637.03","106233.05","133169.13","147073","138170.98","111116.19","101165.44","11035.34","4497.5","11572.91","53050.93","9546.51","11371.55","11535.9","7650.29","13959.26","10688.38","positive","No Fragments","1-(2-Furanyl)-1-propanone,1-(2-Furanyl)-2-propanone,2,3-Dihydroxytoluene,2-Acetyl-3-methylfuran,2-Acetyl-5-methylfuran,2-Hydroxybenzyl alcohol,3-Hydroxybenzyl alcohol,3-Pyridinebutanoic acid,4,6-Heptadiyne-1,3-diol,4-Hydroxy-1-(3-pyridinyl)-1-butanone,4-Hydroxybenzyl alcohol,4-Methylcatechol,5-(3-Pyridyl)-2-hydroxytetrahydrofuran,Benzocaine,Benzyl glycinate,D-Phenylalanine,D-beta-Phenylalanine,Ethyl 2-aminobenzoate,Gentiatibetine,Guaiacol,L-Phenylalanine,L-beta-Phenylalanine,Mequinol,Methyl N-methylanthranilate,Metolcarb,Norsalsolinol,Orcinol,Phenylalanine,Salicyl alcohol,Tricaine,cis,trans-hepta-2,4,6-trienoic acid,o-Methoxyphenol,p-Hydroxybenzyl alcohol,trans,trans-hepta-2,4,6-trienoic acid","BLFLLBZGZJTVJG-UHFFFAOYSA-N,BVJSUAQZOZWCKN-UHFFFAOYSA-N,COLNVLDHVKWLRT-MRVPVSSYSA-N,COLNVLDHVKWLRT-QMMMGPOBSA-N,COLNVLDHVKWLRT-UHFFFAOYSA-N,CQRYARSYNCAZFO-UHFFFAOYSA-N,FUCUVXOXNOUYJN-ICWBMWKASA-N,FUCUVXOXNOUYJN-VNKDHWASSA-N,GVOWHGSUZUUUDR-UHFFFAOYSA-N,HCBOYQSYWSEVID-UHFFFAOYNA-N,HCPORNAVHSWTOJ-UHFFFAOYSA-N,IQOJTGSBENZIOL-UHFFFAOYSA-N,JXYACYYPACQCDM-UHFFFAOYSA-N,KEFJLCGVTHRGAH-UHFFFAOYSA-N,KTXUGZHJVRHQGP-UHFFFAOYSA-N,LHGVFZTZFXWLCP-UHFFFAOYSA-N,LHGVLZHIYVKZBT-UHFFFAOYSA-N,MBFUSGLXKQWVDW-UHFFFAOYSA-N,MFYZACBRKCFXDV-UHFFFAOYSA-N,NWVVVBRKAWDGAB-UHFFFAOYSA-N,OIPPWFOQEKKFEE-UHFFFAOYSA-N,OKVJCVWFVRATSG-UHFFFAOYSA-N,PGSWEKYNAOWQDF-UHFFFAOYSA-N,RJBGVAIXGHZIDY-UHFFFAOYSA-N,TWLLPUMZVVGILS-UHFFFAOYSA-N,UJOYFRCOTPUKAK-MRVPVSSYSA-N,UJOYFRCOTPUKAK-QMMMGPOBSA-N,VOEYXMAFNDNNED-UHFFFAOYSA-N,VTFRDZFVCKUXNE-UHFFFAOYNA-N,ZBCATMYQYDCTIZ-UHFFFAOYSA-N,ZMCBYSBVJIMENC-UHFFFAOYSA-N"
"163","245.1135","724.55","136822.34","89215.68","92775.78","142864.17","136552.45","101505.34","98507.41","88170.77","85780.78","125509.47","89841.84","31217.26","75804.33","72081.87","53686.46","99677.97","67369.95","50873.03","71987.05","57577.2","positive","No Fragments","(2S,4S)-Pinnatanine,1-Isothiocyanato-7-(methylthio)heptane,Carbidopa,Hydroxyprolyl-Hydroxyproline,N2-Acetyl-L-aminoadipate,Pyridostigmine","FTTGAAZKBNZDCZ-LURJTMIESA-N,HXWNRESJYUCPRA-UHFFFAOYSA-N,LDIRGNDMTOGVRB-UHFFFAOYSA-N,QTAOMKOIBXZKND-PPHPATTJSA-N,RVOLLAQWKVFTGE-UHFFFAOYSA-N,VYDAYIZJJUOQMT-GQCTYLIANA-N"
"164","214.1187","714.63","124106.95","106006.48","122339.58","114331.03","89599.32","126255.62","123862.19","140655.13","119977.42","103759.91","14431.71","9271.13","14834.88","21527.59","11325.38","13001.94","13692.68","13350.84","18655.92","13981.77","positive","No Fragments","Glycylproline,L-prolyl-L-glycine","KZNQNBZMBZJQJO-UHFFFAOYSA-N,RNKSNIBMTUYWSH-UHFFFAOYSA-N"
"165","280.103","711.27","111987.14","75515.32","87335.43","110326.73","109730.34","131649.42","101941.23","102603.09","70131.95","75816.65","1194.21","NA","NA","1668.46","1309.18","3351.95","1103.97","3126.43","2774.34","1737","positive","No Fragments","3-Deoxy-D-manno-octulosonate","KYQCXUMVJGMDNG-SHUUEZRQSA-N"
"166","524.0583","711.79","120189.49","87009.51","90399.73","110945.25","119004.18","125266.05","102144.91","115974.35","109426.63","107612.94","8636.73","4056.41","7458.13","11432.57","7026.02","7481.32","11465.48","4620.26","8947.11","8722.91","positive","No Fragments","",""
"167","428.0372","712.2","83792.77","68931.66","56950.94","80013.11","79183.92","93249.52","96923.55","95501.25","85999.4","83346.86","6891.45","2251.7","5740.41","6342.68","4849.92","8085.17","8436.49","4444.85","10257.17","6907.46","positive","No Fragments","ADP,Acetyl adenylate,Adenosine 2',5'-bisphosphate,Adenosine 3',5'-bisphosphate,Adenosine 3',5'-diphosphate,dGDP","AEOBEOJCBAYXBA-KQYNXXCUSA-N,CIKGWCTVFSRMJU-KVQBGUIXSA-N,UBPVOHPZRZIJHM-WOUKDFQISA-N,WHTCPDAXWFLDIH-KQYNXXCUSA-N,XTWYTFMLZFPYCI-KQYNXXCUSA-N"
"168","686.0997","713.15","57082.09","71576.37","49249.4","54957.91","57658.46","57122.45","67424.17","68786.21","55318.4","56622.48","2748.96","NA","3075.11","5304.29","4884.73","3609.7","6389.14","NA","4597.87","3245.74","positive","No Fragments","Fenugreekine","LFERELMXERXKKQ-KMXXXSRASA-N"
"169","160.097","709.46","50935.87","55819.53","52761.69","54683.79","42453.48","62685.05","57971.55","55321.73","48586.23","57575.9","9237.75","3521.07","11239.45","15692.01","8170.76","11688.41","9093.97","5072.71","12821.32","10921.3","positive","No Fragments","(-)-Betonicine,2-Ethylhydracrylic acid,2-Hydroxy-2-methylbutyric acid,2-Hydroxy-3-methylbutyric acid,2-Hydroxyvaleric acid,2-Methyl-3-hydroxybutyric acid,2-Methylbutyrylglycine,2-ethyl-hydracrylic acid,2-hydroxy-2-methyl-butyric acid,2-hydroxy-3-methyl-butyric acid,2-methyl-3-hydroxybutyric acid,3-Dehydrocarnitine,3-Hydroxy-2-methyl-[R-(R,S)]-butanoic acid,3-Hydroxy-2-methyl-[S-(R,R)]-butanoic acid,3-Hydroxyisovaleric acid,3-Hydroxystachydrine,3-Hydroxyvaleric acid,3-hydroxy valeric acid,3-hydroxy-2-methyl-[R-(R,S)]-butanoic acid,3-hydroxy-isovaleric acid,4-Hydroxyisovaleric acid,4-Hydroxystachydrine,4-hydroxy-isovaleric acid,4-hydroxy-valeric acid,5-Acetamidopentanoate,5-Acetamidovalerate,5-Hydroxypentanoate,5-hydroxy valeric acid,Betonicine,Calystegin A3,Calystegine A6,Calystegine A7,DL-2-hydroxy valeric acid,Diethyl carbonate,Erythronilic acid,Ethyl lactate,Isovalerylglycine,Medicanine,Methyl 3-hydroxybutyrate,N-Acetylvaline,Turicine,Valerylglycine,formyl 3-hydroxy-butanoate","AXFYFNCPONWUHW-UHFFFAOYSA-N,DJMIFDZBCUUQJN-GDVGLLTNSA-N,FMHKPLXYWVCLME-UHFFFAOYSA-N,FSMRMYVITPBGGD-UHFFFAOYNA-N,HOACIBQKYRHBOW-UHFFFAOYSA-N,IHYJTAOFMMMOPX-UHFFFAOYSA-N,JRHWHSJDIILJAT-UHFFFAOYSA-N,LDLDJEAVRNAEBW-UHFFFAOYNA-N,LDLDJEAVRNAEBW-UHFFFAOYSA-N,LZCLXQDLBQLTDK-UHFFFAOYNA-N,MBIQENSCDNJOIY-UHFFFAOYSA-N,MUNWAHDYFVYIKH-IOMOGOHMNA-N,MUNWAHDYFVYIKH-PRJDIBJQSA-N,MUNWAHDYFVYIKH-RITPCOANSA-N,NGEWQZIDQIYUNV-BYPYZUCNSA-N,NGEWQZIDQIYUNV-UHFFFAOYSA-N,NYZBWOSRZJKQAI-UHFFFAOYSA-N,OIFBSDVPJOWBCH-UHFFFAOYSA-N,PHOJOSOUIAQEDH-UHFFFAOYSA-N,REKYPYSUBKSCAT-UHFFFAOYSA-N,ROVDTLLPFWAZJC-UHFFFAOYNA-N,TZZSWAXSIGWXOS-UHFFFAOYSA-N,VEXDRERIMPLZLU-DMTCNVIQSA-N,VEXDRERIMPLZLU-IMJSIDKUSA-N,VEXDRERIMPLZLU-IUYQGCFVSA-N,VEXDRERIMPLZLU-QWWZWVQMSA-N,VEXDRERIMPLZLU-UHFFFAOYSA-N,XOCBOVUINUHZJA-RKXXOXFUSA-N,XOCBOVUINUHZJA-UHFFFAOYNA-N,YNOWULSFLVIUDH-UHFFFAOYSA-N,YOBNKFROEGVQPW-UHFFFAOYSA-N,ZGYGEPZZMAXSKH-UHFFFAOYSA-N,ZMZQVAUJTDKQGE-UHFFFAOYSA-N,ZRQXMKMBBMNNQC-UHFFFAOYSA-N"
"170","262.0923","710.29","41858.06","30391.77","34402.23","49257.04","49489.16","50187.04","49664.66","38673.93","29873.08","25015.59","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","positive","No Fragments","(-)-threo-Iso(homo)2-citrate,(R)-(Homo)2-citrate,3-Hydroxy-3-carboxymethyl-adipic acid,Dihydromaleimide beta-D-glucoside,Hymexazol  O-glucoside,Hymexazol N-glucoside,Pisatoside","AJQPXMGLDMXYMI-HOQQJHGQSA-N,CAXBOXWWAIDBMS-UHFFFAOYSA-N,FHWQHJHJIXDREE-UHFFFAOYSA-N,GLPOQLKJZBFEMA-UHFFFAOYSA-N,KVEBLTAWTCBJNF-UJURSFKZSA-N,LOUWLTSPEXZLSA-MRVPVSSYSA-N,MXURVUIFJOLZNZ-SVFDORGDSA-N"
"171","124.0872","711.15","36035.91","26622.38","21595.22","29685.05","26991.99","40678.55","29547.16","28259.56","26152.41","26973.56","3157.04","1175.59","2781.18","4044.29","2498.81","3367.8","3636.17","1405.05","4921.92","3278.98","positive","No Fragments","2-Methylimidazole,4-Methylimidazole,Fomepizole","LXBGSDVWAMZHDD-UHFFFAOYSA-N,RIKMMFOAQPJVMX-UHFFFAOYSA-N,XLSZMDLNRCVEIJ-UHFFFAOYSA-N"
"172","227.1391","714.44","27857.9","23171.91","22391","31273.32","24770.14","30068.28","32416.34","31257.75","22447.31","23960.54","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","positive","No Fragments","Amobarbital,Ecgonine,N-Isovaleryl-L-homoserine lactone,Otonecine,Pentobarbital,Pseudoecgonine","GRAGROPQORVALZ-VKWJFSHESA-N,PHMBVCPLDPDESM-GHNGIAPOSA-N,PHMBVCPLDPDESM-RLXKETGRSA-N,VIROVYVQCGLCII-UHFFFAOYSA-N,WEXRUCMBJFQVBZ-UHFFFAOYSA-N"
"173","136.062","709.56","19965.57","19731.16","16474.14","21799.42","20074.29","24351.47","23026.15","24626.63","22077.29","19487.76","2629.28","2328.33","3295.37","11883.15","2746.97","2540.99","4570.23","2361.04","2525.75","2835.84","positive","No Fragments","Adenine","GFFGJBXGBJISGV-UHFFFAOYSA-N"
"174","338.1081","705.57","21399.37","20337.16","22329.53","24001.02","20019.5","23130.83","23811.48","18898.32","18898.81","20038.88","1370.19","NA","NA","1911.34","NA","1034.59","1125.02","773.33","1631.92","NA","positive","No Fragments","",""
"175","232.083","709.26","13640.42","12421.99","15756.96","15862.6","15581.74","20236.44","19183.12","15291.51","17122.62","12910.33","1761.52","NA","NA","2725.36","1261.19","1225.52","NA","NA","2233.59","1323.67","positive","No Fragments","5-(Methylthio)-2-[(methylthio)methyl]-2-pentenal","VVZWQNGEMWJSTM-XBXARRHUSA-N"
"176","288.2535","251.33","9951746","9516810","11004385","10662024","10207510","9630359","11080475","9857132","10924132","10680945","3791909","4265239.5","4421353.5","3961883","4153261.25","3782007.5","4004890","4494535","3953449.25","4191245","positive","No Fragments","8,8-Diethoxy-2,6-dimethyl-2-octanol,Lauroyl diethanolamide,Prosopinine","AOMUHOFOVNGZAN-UHFFFAOYSA-N,SEUBYHFHBZVRCC-QGAIPKOMSA-N,XOJDKWNFMFCXNE-UHFFFAOYNA-N"
"177","297.1641","255.26","556065.56","269544.5","230903.83","685045.56","516199.31","516000.03","721398.88","786473.56","403768.13","427373.97","26234.96","26971.63","33792.13","26994.22","27194.28","26575.72","23935.98","33365.99","22348.83","29822.31","positive","No Fragments","",""
"178","346.2169","248.34","268990.09","143989.47","138450.52","353591.88","324077.75","376416","516528.25","513187.25","278888.84","292240.97","15509.52","22674.73","18893.61","17950.13","18102.5","15916.59","14047.43","16316.22","19387.16","19657.03","positive","No Fragments","16alpha-Fluoroandrost-4-ene-3,17-dione,16beta-Fluoroandrost-4-ene-3,17-dione","WVGGMHNJNOYSMF-HKQXQEGQSA-N,WVGGMHNJNOYSMF-NBBHSKLNSA-N"
"179","332.2012","251.98","122637.58","59561.87","51150.8","161434.56","123351.47","127884.02","173754.25","194001.23","101290.97","99088.26","11169.66","12603.29","14486.98","13058","11145.52","12623.48","10965.3","12769.91","9760.89","8823.35","positive","No Fragments","(+)-Mahanimbicine,(+)-Mahanimbine,(±)-Currayangine,Bicyclomahanimbicine,Bicyclomahanimbine,Currayanine,Isomurrayazoline,Mahanimbine","CUSONBTUCOAEMV-UHFFFAOYNA-N,HTNVFUBCWIYPJN-UHFFFAOYNA-N,HTNVFUBCWIYPJN-UHFFFAOYSA-N,KXNHNLQCCJZSEK-UHFFFAOYSA-N,SCQKOFCBSCEEQG-UHFFFAOYNA-N,YNDNDGLKKJXJED-UHFFFAOYNA-N,YPSWCORASQDCJM-UHFFFAOYNA-N,YZBKHDJPIAYXQH-UHFFFAOYNA-N"
"180","882.4695","255.72","120687.23","139769.23","77188.91","96168.1","93051.66","93342.34","90353.16","106295.76","94768.85","95053.21","20370.69","19273.47","19108.99","22899.13","20923.71","23067","19617.53","22326.72","23309.06","20395.78","positive","No Fragments","",""
"181","597.4819","252.19","65288.82","96901","125718.71","97173.27","129189.18","115529.31","137750.13","93466.74","128458.64","105034.91","19920.27","29456.87","24361.34","18111.92","22190.27","23702.59","19020.98","27011.51","18918.66","25904.78","positive","No Fragments","",""
"182","311.1797","247.76","74972.63","67086.91","62000.39","105276.39","111639.41","117333.42","123818.54","131322.45","87145.32","108075.5","23177.67","32630.35","35246.7","34833.45","34357.72","36782.91","28820.58","25558.39","19348.63","23150.9","positive","No Fragments","2-(4-Methyl-5-thiazolyl)ethyl octanoate","OGJATLSJIMPQBD-UHFFFAOYSA-N"
"183","882.8039","255.28","89337.84","105311.21","58347.87","92948.7","71270.31","75266.74","63811.64","88169.01","81796.6","79027.46","17942.26","14111.32","17818.41","19653.02","20878.64","19544.5","22197.51","15848.84","16918","12884.53","positive","No Fragments","",""
"184","882.1357","255.38","81467.01","83437.7","51605.75","80766.06","68275.95","76797.12","50824.92","77787.77","60237.01","56465.53","13801.57","11127.32","12679.6","15487.18","11488.93","14806.62","10987.82","15766.42","13790.76","10878.52","positive","No Fragments","",""
"185","896.8173","250.62","62194.57","46120.63","38800.32","64524.89","48003.01","47400.48","47334.88","49686.96","46776.84","38114.27","6070.68","3544.3","4167.31","4206.35","3237.61","5652.62","NA","4756.92","3390.39","5856.12","positive","No Fragments","",""
"186","314.1903","253.88","54438.51","23249.54","14572.51","56577.25","44612.41","43443.6","60335.97","58759.19","35285.45","37778.07","2199.83","3320.86","1861.99","3225.21","1765.02","3134.3","1943.26","3115.56","2338.21","3317.53","positive","No Fragments","1,1,2-Triphenylpropane","UVGJVHUDMMBHRM-UHFFFAOYSA-N"
"187","897.1511","249.98","57599.39","38446.88","30002.95","53469.69","35752.8","42999.93","38733.82","39466.92","37007.6","32495.19","NA","2656.37","NA","NA","4298.23","NA","3049.42","5071.75","3268.39","5172.7","positive","No Fragments","Thonningianin A,Tricin 7-[feruloyl-(->2)-glucuronyl-(1->2)-glucuronide]","JYRTYJUTHIUANS-FNORWQNLNA-N,XQVKQEFQGYTUAR-UHFFFAOYSA-N"
"188","896.4831","251.97","52612.2","43355.79","31139.92","32317.43","29610.33","39755.38","32285.86","36132.79","32443.05","28911.81","4558.32","4385.42","NA","NA","NA","NA","1975.17","4789.11","4053.2","3135.45","positive","No Fragments","PS(20:3(8Z,11Z,14Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)),PS(20:5(5Z,8Z,11Z,14Z,17Z)/22:4(7Z,10Z,13Z,16Z)),PS(22:4(7Z,10Z,13Z,16Z)/20:5(5Z,8Z,11Z,14Z,17Z)),PS(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/20:3(8Z,11Z,14Z))","BLVCYLFOBFRSDN-NYNDEQJMSA-N,IENWKZPCOMXACK-NGQBJKLHSA-N,QPQIUVRFRMEHGI-KTIJQTJVSA-N,VISXXMLFJHGJHW-IWNYUZRQSA-N"
"189","356.1034","252.77","41667.09","22862","29197.87","30468.3","27805.47","29543.14","17561.01","23317.97","16726.98","20435.52","8310.87","3674.51","5573.59","10801.83","7913.26","7089.55","8197.33","7853.59","10151.67","8523.18","positive","No Fragments","",""
"190","362.2903","254.45","33897.59","29504.49","31683.64","39021.66","38159.37","34292.2","36589.43","34847.58","37551.76","37907.74","14410.61","16315.43","12123.44","14113.11","11918.91","12143.47","12217.03","14650.13","12539.22","10980.92","positive","No Fragments","",""
"191","367.3323","255.58","12188.47","19298.51","17732.72","22105.13","27074.46","23770.77","34799.64","27070.93","25049.45","20606.37","11095.81","9733.79","9215.88","10219.49","11104.07","7517.83","11880.13","8356.21","7467.73","6123.56","positive","No Fragments","N-Oleoylethanolamine,N-oleoyl ethanolamine","BOWVQLFMWHZBEF-KTKRTIGZSA-N"
"192","325.1226","245.29","23615","18437.77","19191.82","28212.02","30234.59","32161.03","32902.02","25525.67","21052.28","17407.99","NA","NA","NA","2503.68","NA","NA","NA","NA","NA","NA","positive","No Fragments","2,3,4-Trioxycyclopentanone,Acetohexamide,Chromanol 293B,HMR1556","HVSJHHXUORMCGK-UHFFFAOYSA-N,HVSJHHXUORMCGK-UONOGXRCSA-N,KXGMFTLLBZTKAO-UTUOFQBUSA-N,VGZSUPCWNCWDAN-UHFFFAOYSA-N"
"193","406.1192","252.11","32582.13","18670.25","20637.77","19777.85","22443.05","25963.24","16706.8","19510.55","NA","18466.88","6480.28","NA","6195.13","8008.77","6820.28","6289.58","6631.49","5049.98","9519.6","7080.59","positive","No Fragments","",""
"194","323.1436","248.43","30586.46","15174.65","10043.81","27697.28","26981.45","28318.39","32335.89","28076.4","18463.6","21454.17","NA","3182.47","3583.79","2454.41","NA","NA","NA","2539.68","NA","NA","positive","No Fragments","",""
"195","311.1435","247.97","18453.18","13116.7","14185.97","24643.13","19504.16","28704.51","31224.78","29085.34","21343.56","21919.97","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","positive","No Fragments","Arginyl-Asparagine,Asparaginyl-Arginine","JSLGXODUIAFWCF-UHFFFAOYSA-N,NPDLYUOYAGBHFB-UHFFFAOYSA-N"
"196","374.3627","252.78","8725.13","13997.45","13701.91","12331.81","11328.68","12832.69","13642.05","12697.43","13463.3","10417.22","3758.56","4205.08","3963.79","4454.11","2641.54","3043.88","3723.62","2924.22","4139.82","3242.89","positive","No Fragments","",""
"197","265.0855","641.49","7829693","7651960","7557656.5","8836268","7103575","9477820","7989025","6760507","7151811","7347769","84919.88","30563.48","67731.13","109014.51","57491.73","79846.13","73658.23","63620.04","97099.25","79408.32","positive","No Fragments","2'-Hydroxyfurano[2'',3'':4',3']chalcone,Aspartyl-Methionine,Methionyl-Aspartate,N-Acetylcystathionine,gamma-Glutamyl-S-methylcysteine","DYDKXJWQCIVTMR-UHFFFAOYSA-N,QTZXSYBVOSXBEJ-UHFFFAOYSA-N,QWACVTVBTRSCRL-PKPIPKONSA-N,UPCDLBPYWXOCOK-UHFFFAOYSA-N,WXWGKIBMPDYPTH-SOFGYWHQSA-N"
"198","529.1637","642.67","345623.88","311127.25","314718.16","350891.66","277832.13","450281.66","325640.63","271788.44","291265.75","314037.31","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","positive","No Fragments","8-Prenyllepidissipyrone,Piperaduncin A","GMFRUUZSYCHLQH-UHFFFAOYSA-N,UWDJCYWVPNETPR-UHFFFAOYSA-N"
"199","552.1489","633.64","48192.62","62773.79","47157","48674.54","43186.7","48657.85","60813.2","52912.21","52976.75","56468.8","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","positive","No Fragments","6''-O-Acetylglycitin,Acacetin 7-(2''-acetylglucoside),Acacetin 7-(6''-acetylglucoside),Echioidinin 2'-(6''-acetylglucoside),Isoswertisin 2''-acetate,Phrymarolin I,Trifolirhizin 6'-monoacetate","DUBPGEJGGVZKDD-PFKOEMKTSA-N,JQUDPNSJXPBHNN-GOOBCZEMSA-N,KSWNCDDLOQQQKB-HSQINTTRSA-N,LADIAAQZFHPJSX-HSQINTTRSA-N,NYESETAMVRXBOD-HSQINTTRSA-N,VSTCVIKTKRJCOT-NRDANJJYSA-N,ZGBQEJGNORPNKC-PDLWQGAHSA-N"
"200","362.2288","633.75","54842.19","50970.66","41395.11","55566.74","35138.39","44576.42","60514.9","41677.02","48172.56","40400.58","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","positive","No Fragments","",""
"201","309.0493","636.33","38328.39","36523.11","39857.23","36297.6","38818.23","31451.08","53402.28","39157.02","41942.16","43306.02","2998.34","NA","5853.99","11411.33","8807.5","11769.35","5677.1","7253.82","9621.68","8307.84","positive","No Fragments","2-Methacryloyloxyethyl phenyl phosphate,Aplysinal","LYRWNAXKUQELGU-UHFFFAOYSA-N,VRWMUPPZOHFLPX-LKTVYLICSA-N"
"202","753.7901","623.76","32079.96","22826.13","13095.4","26615.63","13781.42","34849.52","32186.99","37170.19","31494.24","39615.09","2375.56","3144.86","NA","2173.42","NA","3354.92","5272.19","2827.07","1488.69","NA","positive","No Fragments","",""
"203","235.1192","453.41","9304610","4727202","6015976.5","3444097","2763507.25","2930954.25","3141396.25","3454786.5","1591361","3138127.5","7328474","6064254.5","8590555","7899729.5","5374430","5805275.5","6613114","5347551.5","6418554","5972450","positive","No Fragments","4-(Nitrosoamino)-1-(3-pyridinyl)-1-butanone","NCSVUFYZLCBFKE-UHFFFAOYSA-N"
"204","251.1505","451.08","1059546.88","740026.31","900033.31","995431.44","655375.44","694777.38","729002.31","765228.44","258811.2","562116.88","1018498.69","854131.5","1098716.5","1106628.5","896427.25","971401.44","851671.75","806562.5","957523.38","860266.75","positive","No Fragments","4-(Methylnitrosamino)-1-(3-pyridyl)-1-butanol","OGRXKBUCZFFSTL-UHFFFAOYSA-N"
"205","298.1165","454.46","195689.53","144177.19","155314.06","147627.61","108991.49","118121.79","113909.08","110371.57","84002.82","126075.09","142256.86","142788.47","146709.3","165944.63","119187.63","137172.61","136788","144241.16","154192.5","131145.92","positive","No Fragments","4'-hydroxymephenytoin,5-Methoxytryptophan,Alanyl-Tryptophan,Alanyltryptophan,Gamma-glutamyl-Isoleucine,Gamma-glutamyl-Leucine,Glutaminyl-Isoleucine,Glutaminyl-Leucine,Hydroxyprolyl-Lysine,Isoleucyl-Gamma-glutamate,Isoleucyl-Glutamine,Leucyl-Gamma-glutamate,Leucyl-Glutamine,Lysyl-Hydroxyproline,Nicotinate D-ribonucleoside,S-4-Hydroxymephenytoin,Tryptophyl-Alanine","ARPVSMCNIDAQBO-UHFFFAOYSA-N,BFDLYDRHDPSQHM-UHFFFAOYSA-N,BXAQOKHDAYJQPA-UHFFFAOYSA-N,CBUUWFVFZSZOAK-UFBFGSQYSA-N,CNPNWGHRMBQHBZ-UHFFFAOYSA-N,GSRPWCGECLOSNH-UHFFFAOYSA-N,JYOAXOMPIXKMKK-UHFFFAOYSA-N,KVNPSKDDJARYKK-JTQLQIEISA-N,OHGNSVACHBZKSS-UHFFFAOYSA-N,OQPLORUDZLXXPD-UHFFFAOYNA-N,OQPLORUDZLXXPD-UHFFFAOYSA-N,PFUZINYUQIJPNG-UHFFFAOYSA-N,PUEDDPCUCPRQNY-ZYUZMQFOSA-O,WUGMRIBZSVSJNP-UHFFFAOYSA-N,XITLYYAIPBBHPX-UHFFFAOYSA-N"
"206","285.135","451.41","113495.23","78748.38","92318.49","89292.21","74642.98","66867.69","73279.84","78405.93","42676.55","78911.38","99223.51","68536.16","97001.48","91681.77","79864.02","79879.37","78871.06","75912.9","80508.48","71697.3","positive","No Fragments","",""
"207","245.0957","451","84262.57","64682.79","72567.28","65424.19","52135.95","45075.87","53389.28","53943.77","18224.68","38624.1","107629.16","90368.23","113429.92","101141.02","102639.55","87788.06","89964.27","86797.78","107745.2","90745.77","positive","No Fragments","Biotin","YBJHBAHKTGYVGT-ZKWXMUAHSA-N"
"208","259.108","452.82","84644.23","51535.91","56559.41","42208.91","34109.04","40322.26","45486.06","50557.82","34330.01","46879.89","57308.74","43636.6","70735.7","60891.29","43487.48","44097.86","46674.14","47340.35","50459.33","44673.22","positive","No Fragments","(S)-beta-Methylindolepyruvate,3-Methylindolepyruvate","VSANSNPZLCXLRK-UHFFFAOYSA-N,VSANSNPZLCXLRK-ZETCQYMHSA-N"
"209","250.1163","453.24","51596.13","43022.34","47541.73","41073.84","38653.11","42637.12","33256.75","43223.72","30593.11","55053.64","51079.02","53872.86","50202.29","51642.63","53027.91","43226.94","51794.62","46596.19","46289.49","46607.47","positive","No Fragments","Alanyl-Proline,Prolyl-Alanine","FELJDCNGZFDUNR-UHFFFAOYSA-N,WPWUFUBLGADILS-UHFFFAOYSA-N"
"210","314.0904","455.35","54407.65","41215.26","40870.29","45886.75","40524.17","40429.88","30645.37","35079.87","41425.8","41008.68","42276.35","42888.9","44017.55","42971.17","35269.15","44816.95","39344.85","40391.71","45170.06","38978.22","positive","No Fragments","2-Methoxycanthin-6-one,4,4'-Methylenediphenyl diisocyanate,5-Methoxycanthin-6-one,Alanyl-Tryptophan,Alanyltryptophan,Tryptophyl-Alanine","CBUUWFVFZSZOAK-UFBFGSQYSA-N,CDWAXMGQLZGHDU-UHFFFAOYSA-N,OHGNSVACHBZKSS-UHFFFAOYSA-N,TXEFUSAHPIYZHD-UHFFFAOYSA-N,UPMLOUAZCHDJJD-UHFFFAOYSA-N,WUGMRIBZSVSJNP-UHFFFAOYSA-N"
"211","237.1217","453.26","23390.49","10425.53","18629.69","9131.43","7256.29","7970.58","7710.72","8025.18","NA","NA","18890.96","17798.02","21402.86","19002.06","11961.9","12634.25","15002.27","13375.35","16287.62","13647.99","positive","No Fragments","",""
"212","273.1324","453.31","16073.52","17318.11","22817.19","12426.12","12375.33","12668.98","11364.17","16542.96","6134.93","6007.32","13241.13","11534.22","16521.52","18193.31","15580.54","12821.41","13932.32","10451.55","11230.23","14022.02","positive","No Fragments","4-(Methylnitrosamino)-1-(3-pyridyl)-1-butanol","OGRXKBUCZFFSTL-UHFFFAOYSA-N"
